"id"	"name"	"country"	"compatibility"	"category"	"updated_date"	"size"	"seller"	"rated"	"requirements"	"bundleid"	"average_current"	"total_current"	"average_all"	"total_all"	"current1"	"current2"	"current3"	"current4"	"current5"	"all1"	"all2"	"all3"	"all4"	"all5"	"fullrank_id"	"created_at"	"updated_at"
1180	"HondaLink Navigation NA"	"United States"	" iPhone, iPod touch"	" Navigation"	" Apr 01, 2015"	" 22.8 MB"	" American Honda Motor Co., Inc."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.honda.hondalink.navigation"	"2.2"	"53"	"2.2"	"93"	"(9)"	"(4)"	"(5)"	"(6)"	"(29)"	"(13)"	"(4)"	"(13)"	"(17)"	"(46)"	540	"2015-04-01 15:19:00.283885"	"2015-04-01 15:19:00.283885"
1181	"Heads Up!"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 76.3 MB"	" Warner Bros. Entertainment"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.wb.Ellen.HeadsUp"	"4.4"	"81"	"4.3"	"5,437"	"(64)"	"(3)"	"(4)"	"(0)"	"(10)"	"(3,938)"	"(525)"	"(281)"	"(201)"	"(492)"	543	"2015-04-01 15:19:06.983703"	"2015-04-01 15:19:06.983703"
1182	"Fruit Land – juicy match3 adventure"	"United States"	" Universal"	" Games"	" Mar 30, 2015"	" 54.9 MB"	" Pacific Enterprise (Asia) Ltd"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.pacific.enterprises.fruitland"	"4.7"	"814"	"4.7"	"1,109"	"(667)"	"(100)"	"(33)"	"(5)"	"(9)"	"(893)"	"(137)"	"(46)"	"(6)"	"(27)"	546	"2015-04-01 15:19:13.634275"	"2015-04-01 15:19:13.634275"
1183	"Darkness Reborn"	"United States"	" Universal"	" Games"	" Mar 24, 2015"	" 90.6 MB"	" GAMEVIL Inc."	"Rated 12+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.gamevil.darknessreborn2.ios.apple.global.normal"	"4.4"	"204"	"4.5"	"3,296"	"(142)"	"(31)"	"(14)"	"(7)"	"(10)"	"(2,410)"	"(517)"	"(126)"	"(49)"	"(194)"	549	"2015-04-01 15:19:20.126533"	"2015-04-01 15:19:20.126533"
1184	"AutoRap by Smule"	"United States"	" Universal"	" Music"	" Apr 01, 2015"	" 37.1 MB"	" Smule"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.smule.autorap"	"4.6"	"20"	"4.1"	"12,325"	"(16)"	"(2)"	"(1)"	"(0)"	"(1)"	"(7,644)"	"(1,582)"	"(934)"	"(582)"	"(1,583)"	552	"2015-04-01 15:19:27.125539"	"2015-04-01 15:19:27.125539"
1185	"Family Farm Seaside - Play Free Farming App & Harvest Game Online"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 54.4 MB"	" DianDian Interactive"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.funplus.familyfarm"	"4.3"	"597"	"4.2"	"8,408"	"(396)"	"(79)"	"(58)"	"(23)"	"(41)"	"(5,486)"	"(1,104)"	"(713)"	"(392)"	"(713)"	555	"2015-04-01 15:19:33.831734"	"2015-04-01 15:19:33.831734"
1186	"Rhapsody- Music & Radio"	"United States"	" Universal"	" Music"	" Mar 26, 2015"	" 35.6 MB"	" Rhapsody International Inc"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.rhapsody.iphone.Rhapsody3"	"4.4"	"530"	"4.1"	"7,134"	"(379)"	"(81)"	"(27)"	"(13)"	"(30)"	"(4,363)"	"(1,096)"	"(457)"	"(383)"	"(835)"	558	"2015-04-01 15:19:40.482113"	"2015-04-01 15:19:40.482113"
1187	"War of Thrones – Dragons Knights Story & Kingdoms on Fire"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 73.1 MB"	" SIMPY LIMITED"	"Rated 4+"	" Requires iOS 5.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" simpy.warofthrones"	"4.1"	"1,185"	"4.1"	"3,754"	"(579)"	"(335)"	"(146)"	"(48)"	"(77)"	"(2,032)"	"(929)"	"(362)"	"(119)"	"(312)"	561	"2015-04-01 15:19:47.207735"	"2015-04-01 15:19:47.207735"
1188	"Tender: Dating App #1"	"United States"	" Universal"	" Social Networking"	" Mar 12, 2015"	" 34.7 MB"	" Donald Harper"	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.mobile.tender.common"	"4.1"	"38"	"4.1"	"38"	"(28)"	"(1)"	"(0)"	"(1)"	"(8)"	"(28)"	"(1)"	"(0)"	"(1)"	"(8)"	564	"2015-04-01 15:19:53.718410"	"2015-04-01 15:19:53.718410"
1189	"Five Nights at Freddy's 2"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 31.0 MB"	" Scott Cawthon"	"Rated 12+"	" Requires iOS 5.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.scottgames.fnaf2"	"4.5"	"13,109"	"4.5"	"13,109"	"(10,139)"	"(1,199)"	"(471)"	"(315)"	"(985)"	"(10,139)"	"(1,199)"	"(471)"	"(315)"	"(985)"	567	"2015-04-01 15:20:00.259887"	"2015-04-01 15:20:00.259887"
1190	"Grand Theft Auto: San Andreas"	"United States"	" Universal"	" Games"	" Jan 30, 2015"	" 1.5 GB"	" Rockstar Games, Inc. "	"Rated 17+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.rockstargames.gta3sa"	"4.0"	"2,813"	"3.7"	"19,204"	"(1,671)"	"(387)"	"(248)"	"(156)"	"(351)"	"(9,612)"	"(2,358)"	"(2,049)"	"(1,559)"	"(3,626)"	570	"2015-04-01 15:20:06.924151"	"2015-04-01 15:20:06.924151"
1191	"Looney Tunes Dash!"	"United States"	" Universal"	" Games"	" Mar 18, 2015"	" 86.0 MB"	" Zynga Inc."	"Rated 9+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.zynga.looneytunes"	"4.4"	"1,108"	"4.4"	"14,097"	"(739)"	"(186)"	"(78)"	"(55)"	"(50)"	"(9,877)"	"(2,126)"	"(931)"	"(526)"	"(637)"	573	"2015-04-01 15:20:13.731926"	"2015-04-01 15:20:13.731926"
1192	"Geocaching"	"United States"	" iPhone, iPod touch"	" Navigation"	" Mar 21, 2015"	" 25.6 MB"	" Groundspeak Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" MZCZ5SMF8U.iCacher"	"4.1"	"9"	"4.5"	"10,477"	"(4)"	"(3)"	"(1)"	"(1)"	"(0)"	"(7,639)"	"(1,530)"	"(474)"	"(289)"	"(545)"	576	"2015-04-01 15:20:21.269650"	"2015-04-01 15:20:21.269650"
1193	"Kitchen Scramble"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 52.6 MB"	" RockYou, Inc."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.disney.kitchenscramble"	"4.0"	"155"	"3.6"	"9,182"	"(77)"	"(36)"	"(15)"	"(12)"	"(15)"	"(3,692)"	"(1,676)"	"(1,625)"	"(1,118)"	"(1,071)"	579	"2015-04-01 15:20:27.728594"	"2015-04-01 15:20:27.728594"
1194	"Followers + for Instagram - Follow Management Tool for iPhone, iPad, iPod"	"United States"	" Universal"	" Social Networking"	" Mar 26, 2015"	" 5.5 MB"	" Joshua Smith"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.tappple.ListTracker"	"4.0"	"461"	"4.5"	"24,385"	"(276)"	"(59)"	"(43)"	"(27)"	"(56)"	"(18,300)"	"(3,212)"	"(937)"	"(586)"	"(1,350)"	582	"2015-04-01 15:20:35.006326"	"2015-04-01 15:20:35.006326"
1195	"Pirate Kings"	"United States"	" Universal"	" Games"	" Mar 31, 2015"	" 77.6 MB"	" JELLY BUTTON GAMES LTD"	"Rated 12+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.jellybtn.cashkingmobile"	"4.4"	"230"	"4.4"	"3,621"	"(167)"	"(25)"	"(14)"	"(10)"	"(14)"	"(2,693)"	"(402)"	"(184)"	"(129)"	"(213)"	585	"2015-04-01 15:20:42.815362"	"2015-04-01 15:20:42.815362"
1196	"Texas Holdem Poker"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 32.6 MB"	" Ferdinand Godspeed"	"Rated 17+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.geaxgame.pokerkingonline"	"4.3"	"917"	"4.8"	"31,628"	"(582)"	"(174)"	"(54)"	"(31)"	"(76)"	"(27,378)"	"(2,609)"	"(632)"	"(319)"	"(690)"	588	"2015-04-01 15:20:49.307937"	"2015-04-01 15:20:49.307937"
1197	"CSR Classics"	"United States"	" Universal"	" Games"	" Mar 17, 2015"	" 362.2 MB"	" NaturalMotion Games Limited"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.naturalmotion.csrclassics"	"4.4"	"434"	"4.4"	"33,406"	"(313)"	"(50)"	"(26)"	"(15)"	"(30)"	"(23,477)"	"(5,102)"	"(1,851)"	"(952)"	"(2,024)"	591	"2015-04-01 15:20:56.227761"	"2015-04-01 15:20:56.227761"
1198	"Burner – Free Phone Number for Private Texts, Calls, and Pictures"	"United States"	" iPhone, iPod touch"	" Utilities"	" Mar 26, 2015"	" 25.6 MB"	" Ad Hoc Labs, INC"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.adhoclabs.burner"	"4.4"	"17"	"3.5"	"1,024"	"(14)"	"(0)"	"(1)"	"(0)"	"(2)"	"(488)"	"(149)"	"(73)"	"(43)"	"(271)"	594	"2015-04-01 15:21:03.029944"	"2015-04-01 15:21:03.029944"
1199	"Terraria"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 82.3 MB"	" 505 Games (US), Inc."	"Rated 9+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.505games.terraria"	"4.6"	"12,863"	"4.5"	"48,766"	"(10,451)"	"(1,174)"	"(490)"	"(244)"	"(504)"	"(36,744)"	"(5,507)"	"(2,340)"	"(1,277)"	"(2,898)"	597	"2015-04-01 15:21:09.640090"	"2015-04-01 15:21:09.640090"
1200	"Headspace.com - meditation & mindfulness"	"United States"	" iPhone, iPod touch"	" Health and Fitness"	" Mar 27, 2015"	" 29.8 MB"	" Headspace meditation limited"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.getsomeheadspace.headspace"	"3.5"	"16"	"4.1"	"671"	"(8)"	"(0)"	"(3)"	"(2)"	"(3)"	"(463)"	"(46)"	"(43)"	"(36)"	"(83)"	600	"2015-04-01 15:21:16.269928"	"2015-04-01 15:21:16.269928"
1201	"Smurfs' Village"	"United States"	" Universal"	" Games"	" Mar 27, 2015"	" 435.7 MB"	" Beeline Interactive, Inc."	"Rated 9+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.capcommobile.smurfs"	"4.6"	"245"	"4.6"	"521,600"	"(193)"	"(23)"	"(15)"	"(7)"	"(7)"	"(413,748)"	"(48,363)"	"(20,968)"	"(12,314)"	"(26,207)"	603	"2015-04-01 15:21:23.506403"	"2015-04-01 15:21:23.506403"
1202	"Candy Blast Mania Valentines"	"United States"	" Universal"	" Games"	" Mar 21, 2015"	" 45.9 MB"	" TeamLava, LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.candy4"	"4.6"	"1,007"	"4.6"	"1,007"	"(740)"	"(169)"	"(54)"	"(20)"	"(24)"	"(740)"	"(169)"	"(54)"	"(20)"	"(24)"	606	"2015-04-01 15:21:31.633129"	"2015-04-01 15:21:31.633129"
1203	"Township"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 92.5 MB"	" Playrix LLC"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.playrix.township-ios"	"4.7"	"1,697"	"4.6"	"22,983"	"(1,402)"	"(198)"	"(66)"	"(17)"	"(14)"	"(16,825)"	"(3,918)"	"(1,283)"	"(438)"	"(519)"	609	"2015-04-01 15:21:38.576054"	"2015-04-01 15:21:38.576054"
1204	"Fantasy Forest Story: Land Before Dragons"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 77.8 MB"	" TeamLava, LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.fantasy"	"4.3"	"816"	"4.4"	"4,209"	"(559)"	"(104)"	"(65)"	"(37)"	"(51)"	"(2,889)"	"(624)"	"(299)"	"(167)"	"(230)"	612	"2015-04-01 15:21:45.127427"	"2015-04-01 15:21:45.127427"
1205	"Old Vegas Slots"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 64.1 MB"	" DGN Games, LLC"	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.DgnGames.OldVegasSlots"	"4.7"	"757"	"3.5"	"1,343"	"(557)"	"(177)"	"(18)"	"(2)"	"(3)"	"(646)"	"(208)"	"(64)"	"(70)"	"(355)"	615	"2015-04-01 15:21:51.792293"	"2015-04-01 15:21:51.792293"
1206	"Golf Star™"	"United States"	" Universal"	" Games"	" Mar 27, 2015"	" 56.8 MB"	" Com2uS USA, Inc."	"Rated 4+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.com2us.golfstarworldtour.normal.freefull.apple.global.ios.universal"	"4.5"	"1,495"	"4.5"	"95,225"	"(908)"	"(456)"	"(95)"	"(10)"	"(26)"	"(57,351)"	"(28,596)"	"(6,047)"	"(1,306)"	"(1,925)"	618	"2015-04-01 15:22:00.167912"	"2015-04-01 15:22:00.167912"
1207	"Taichi Panda"	"United States"	" Universal"	" Games"	" Apr 01, 2015"	" 86.1 MB"	" Snail Games USA, Inc."	"Rated 12+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.snailgamesusa.taiji"	"3.9"	"128"	"4.0"	"333"	"(74)"	"(11)"	"(13)"	"(12)"	"(18)"	"(212)"	"(28)"	"(24)"	"(24)"	"(45)"	621	"2015-04-01 15:22:08.843469"	"2015-04-01 15:22:08.843469"
1208	"Spider-Man Unlimited"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 91.0 MB"	" Gameloft"	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.gameloft.Spiderman"	"4.6"	"2,372"	"4.6"	"40,616"	"(1,782)"	"(351)"	"(120)"	"(39)"	"(80)"	"(30,251)"	"(6,124)"	"(1,968)"	"(908)"	"(1,365)"	624	"2015-04-01 15:22:15.509607"	"2015-04-01 15:22:15.509607"
1209	"Dark Summoner"	"United States"	" Universal"	" Games"	" Mar 25, 2015"	" 35.6 MB"	" Ateam Inc."	"Rated 17+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.darksummoner.iphone"	"4.5"	"13"	"4.3"	"6,291"	"(10)"	"(2)"	"(0)"	"(0)"	"(1)"	"(4,407)"	"(808)"	"(284)"	"(144)"	"(648)"	627	"2015-04-01 15:22:23.651923"	"2015-04-01 15:22:23.651923"
1210	"Diamond Quest!"	"United States"	" Universal"	" Games"	" Mar 29, 2015"	" 64.2 MB"	" Storm8 Studios LLC"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.puzzleheroes"	"4.5"	"215"	"4.5"	"215"	"(151)"	"(35)"	"(14)"	"(5)"	"(10)"	"(151)"	"(35)"	"(14)"	"(5)"	"(10)"	630	"2015-04-01 15:22:30.313822"	"2015-04-01 15:22:30.313822"
1211	"Thumbtack for Professionals"	"United States"	" iPhone, iPod touch"	" Business"	" Mar 28, 2015"	" 17.3 MB"	" Thumbtack, Inc."	"Rated 17+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.thumbtack.wingtip"	"4.7"	"37"	"4.7"	"69"	"(31)"	"(2)"	"(3)"	"(1)"	"(0)"	"(58)"	"(4)"	"(3)"	"(4)"	"(0)"	633	"2015-04-01 15:22:37.950073"	"2015-04-01 15:22:37.950073"
1212	"Clash of Lords 2"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 55.6 MB"	" IGG.COM"	"Rated 9+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.igg.clashoflords2.ios"	"4.3"	"71"	"4.1"	"4,302"	"(51)"	"(7)"	"(5)"	"(0)"	"(8)"	"(2,835)"	"(475)"	"(275)"	"(194)"	"(523)"	636	"2015-04-01 15:22:44.932301"	"2015-04-01 15:22:44.932301"
1213	"ONE PIECE TREASURE CRUISE"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 20.2 MB"	" BANDAI NAMCO Games Inc."	"Rated 4+"	" Requires iOS 6.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" jp.co.bandainamcogames.BNGI0218"	"4.8"	"13,858"	"4.7"	"29,938"	"(11,273)"	"(2,212)"	"(308)"	"(23)"	"(42)"	"(23,504)"	"(5,443)"	"(806)"	"(74)"	"(111)"	639	"2015-04-01 15:22:51.450793"	"2015-04-01 15:22:51.450793"
1214	"Blood Brothers 2 (RPG)"	"United States"	" Universal"	" Games"	" Mar 28, 2015"	" 60.7 MB"	" DeNA Corp."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.dena.west.BloodBrothers2"	"4.6"	"206"	"4.4"	"2,503"	"(147)"	"(42)"	"(12)"	"(3)"	"(2)"	"(1,579)"	"(578)"	"(173)"	"(72)"	"(101)"	642	"2015-04-01 15:22:57.924945"	"2015-04-01 15:22:57.924945"
1215	"LINE"	"United States"	" iPhone, iPod touch"	" Social Networking"	" Apr 01, 2015"	" 74.6 MB"	" LINE Corporation"	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" jp.naver.line"	"2.9"	"36"	"3.5"	"8,187"	"(12)"	"(5)"	"(3)"	"(0)"	"(16)"	"(3,626)"	"(1,103)"	"(849)"	"(680)"	"(1,929)"	645	"2015-04-01 15:23:04.722131"	"2015-04-01 15:23:04.722131"
1216	"GolfLogix #1 Free Golf GPS + Scorecard: Golf Digest,  GolfNow  Tee Times"	"United States"	" iPhone, iPod touch"	" Sports"	" Mar 26, 2015"	" 57.6 MB"	" GolfLogix, Inc."	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.golfgps.golflogix"	"3.9"	"30"	"3.3"	"29,103"	"(19)"	"(3)"	"(0)"	"(1)"	"(7)"	"(11,243)"	"(4,411)"	"(3,440)"	"(2,830)"	"(7,179)"	648	"2015-04-01 15:23:11.749619"	"2015-04-01 15:23:11.749619"
1217	"Restaurant Story 2"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 81.3 MB"	" Storm8 Studios LLC"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.teamlava.restaurantstorytwo"	"4.2"	"1,377"	"4.3"	"3,650"	"(851)"	"(237)"	"(119)"	"(77)"	"(93)"	"(2,317)"	"(624)"	"(306)"	"(177)"	"(226)"	651	"2015-04-01 15:23:19.026690"	"2015-04-01 15:23:19.026690"
1218	"Slots Paradise™"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 82.7 MB"	" ARC PLAY LTD CO."	"Rated 12+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.igs.slotsparadise"	"4.9"	"25"	"4.5"	"666"	"(23)"	"(2)"	"(0)"	"(0)"	"(0)"	"(481)"	"(103)"	"(46)"	"(15)"	"(21)"	654	"2015-04-01 15:23:25.576166"	"2015-04-01 15:23:25.576166"
1219	"LINE: Disney Tsum Tsum"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 28.0 MB"	" LINE Corporation"	"Rated 4+"	" Requires iOS 5.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.linecorp.LGTMTMG"	"4.7"	"18,037"	"4.6"	"39,672"	"(13,216)"	"(4,034)"	"(629)"	"(91)"	"(67)"	"(27,873)"	"(8,807)"	"(1,785)"	"(443)"	"(764)"	657	"2015-04-01 15:23:32.011480"	"2015-04-01 15:23:32.011480"
1220	"KingsRoad"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 82.8 MB"	" Rumble Entertainment, Inc."	"Rated 9+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.rumbleentertainment.kingsroad"	"4.5"	"272"	"4.4"	"2,874"	"(198)"	"(50)"	"(4)"	"(6)"	"(14)"	"(1,877)"	"(580)"	"(167)"	"(74)"	"(176)"	660	"2015-04-01 15:23:38.993288"	"2015-04-01 15:23:38.993288"
1221	"MY LITTLE PONY - Friendship is Magic"	"United States"	" Universal"	" Games"	" Mar 16, 2015"	" 90.9 MB"	" Gameloft"	"Rated 4+"	" Requires iOS 5.1.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.gameloft.mylittlepony"	"4.4"	"1,098"	"4.4"	"56,901"	"(806)"	"(113)"	"(59)"	"(32)"	"(88)"	"(40,786)"	"(7,219)"	"(3,582)"	"(2,170)"	"(3,144)"	663	"2015-04-01 15:23:46.164467"	"2015-04-01 15:23:46.164467"
1222	"RadarScope"	"United States"	" Universal"	" Weather"	" Mar 31, 2015"	" 23.5 MB"	" Base Velocity, LLC"	"Rated 4+"	" Requires iOS 7.1 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.basevelocity.RadarScope"	"4.2"	"10"	"4.0"	"3,009"	"(8)"	"(0)"	"(0)"	"(0)"	"(2)"	"(1,901)"	"(291)"	"(196)"	"(160)"	"(461)"	666	"2015-04-01 15:23:53.975578"	"2015-04-01 15:23:53.975578"
1223	"Marvel Mighty Heroes"	""	" Universal"	" Games"	" Mar 31, 2015"	" 66.1 MB"	" DeNA Corp."	"Rated 12+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5, iPhone 6, and iPhone 6 Plus."	" com.dena.west.MarvelArena"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	669	"2015-04-01 15:24:00.650431"	"2015-04-01 15:24:00.650431"
1224	"Soul Seeker"	"United States"	" Universal"	" Games"	" Mar 23, 2015"	" 72.9 MB"	" Com2uS Corp."	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.com2us.soulcollector.normal2.freefull.apple.global.ios.universal"	"4.4"	"84"	"4.5"	"1,525"	"(59)"	"(12)"	"(5)"	"(2)"	"(6)"	"(1,134)"	"(236)"	"(64)"	"(30)"	"(61)"	672	"2015-04-01 15:24:07.174790"	"2015-04-01 15:24:07.174790"
1225	"FIFA 15 Ultimate Team by EA SPORTS"	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 1.0 GB"	" EA Swiss Sarl"	"Rated 4+"	" Requires iOS 6.0 or later. Compatible with iPhone 4, iPhone 4S, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPad, and iPod touch. This app is optimized for iPhone 5 and iPhone 6."	" com.ea.fifa15.bv"	"4.1"	"3,321"	"4.3"	"60,615"	"(2,104)"	"(422)"	"(234)"	"(151)"	"(410)"	"(42,435)"	"(6,872)"	"(3,311)"	"(2,305)"	"(5,692)"	675	"2015-04-01 15:24:13.853441"	"2015-04-01 15:24:13.853441"
1226	"Dragons of Atlantis: Heirs of the Dragon"	"United States"	" Universal"	" Games"	" Mar 30, 2015"	" 88.3 MB"	" Kabam Inc."	"Rated 9+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.kabam.doamobile"	"3.5"	"10"	"4.2"	"6,767"	"(4)"	"(1)"	"(2)"	"(2)"	"(1)"	"(4,377)"	"(1,055)"	"(460)"	"(236)"	"(639)"	678	"2015-04-01 15:24:20.798343"	"2015-04-01 15:24:20.798343"
1227	"Plague Inc."	"United States"	" Universal"	" Games"	" Mar 26, 2015"	" 53.9 MB"	" Ndemic Creations LTD"	"Rated 12+"	" Requires iOS 4.3 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.ndemiccreations.plagueinc"	"4.8"	"3,429"	"4.7"	"128,239"	"(2,907)"	"(354)"	"(89)"	"(33)"	"(46)"	"(104,331)"	"(15,916)"	"(3,677)"	"(1,635)"	"(2,680)"	681	"2015-04-01 15:24:27.767006"	"2015-04-01 15:24:27.767006"
1228	"GameChanger Baseball, Softball, and Basketball Scorekeeping, Stats and Live Updates"	"United States"	" Universal"	" Sports"	" Mar 31, 2015"	" 60.6 MB"	" GameChanger Media, Inc."	"Rated 4+"	" Requires iOS 7.0 or later. Compatible with iPhone, iPad, and iPod touch. This app is optimized for iPhone 5."	" com.fungomedia.GC"	"4.7"	"101"	"4.3"	"8,160"	"(78)"	"(17)"	"(3)"	"(0)"	"(3)"	"(5,570)"	"(1,323)"	"(394)"	"(267)"	"(606)"	684	"2015-04-01 15:24:34.782180"	"2015-04-01 15:24:34.782180"
